,name,platform,year_of_release,genre,publisher,developer,rating
6045,Shark Tale,Game Boy Advance,2004,Action,Activision,Vicarious Visions,E
6046,Shark Tale,Game Boy Advance,2004,Action,Activision,Vicarious Visions,E
6047,Shark Tale,Game Boy Advance,2004,Action,Activision,Vicarious Visions,E
6048,Shark Tale,Game Boy Advance,2004,Action,Activision,Vicarious Visions,E
6049,IL-2 Sturmovik: Birds of Prey,PlayStation 3,2009,Simulation,505 Games,Gaijin Entertainment,T
6050,IL-2 Sturmovik: Birds of Prey,PlayStation 3,2009,Simulation,505 Games,Gaijin Entertainment,T
6056,NBA Street Vol. 2,Xbox,2003,Sports,Electronic Arts,Electronic Arts,E
6057,NBA Street Vol. 2,Xbox,2003,Sports,Electronic Arts,Electronic Arts,E
6058,NBA Street Vol. 2,Xbox,2003,Sports,Electronic Arts,Electronic Arts,E
6061,MX vs. ATV Untamed,Xbox 360,2007,Racing,THQ,Rainbow Studios,E
6062,MX vs. ATV Untamed,Xbox 360,2007,Racing,THQ,Rainbow Studios,E
6063,MX vs. ATV Untamed,Xbox 360,2007,Racing,THQ,Rainbow Studios,E
6064,MX vs. ATV Untamed,Xbox 360,2007,Racing,THQ,Rainbow Studios,E
6065,MX vs. ATV Untamed,Xbox 360,2007,Racing,THQ,Rainbow Studios,E
6066,MX vs. ATV Untamed,Xbox 360,2007,Racing,THQ,Rainbow Studios,E
6067,The Last Remnant,Xbox 360,2008,Role-Playing,Square Enix,Square Enix,M
6068,The Last Remnant,Xbox 360,2008,Role-Playing,Square Enix,Square Enix,M
6069,NCAA Football 2005,Xbox,2004,Sports,Electronic Arts,EA Sports,E
6070,NCAA Football 2005,Xbox,2004,Sports,Electronic Arts,EA Sports,E
6071,NCAA Football 2005,Xbox,2004,Sports,Electronic Arts,EA Sports,E
6073,The Sly Collection,PlayStation 3,2010,Platform,Sony Computer Entertainment,Sanzaru Games,E10+
6074,Naruto: Clash of Ninja,GameCube,2003,Fighting,Tomy Corporation,Tomy Corporation,T
6076,Prince of Persia: The Two Thrones,PlayStation 2,2005,Action,Ubisoft,Ubisoft Montreal,M
6077,Prince of Persia: The Two Thrones,PlayStation 2,2005,Action,Ubisoft,Ubisoft Montreal,M
6078,Prince of Persia: The Two Thrones,PlayStation 2,2005,Action,Ubisoft,Ubisoft Montreal,M
6079,Prince of Persia: The Two Thrones,PlayStation 2,2005,Action,Ubisoft,Ubisoft Montreal,M
6080,Hot Shots Golf: Open Tee 2,PlayStation Portable,2007,Sports,Sony Computer Entertainment,Clap Hanz,E
6083,Suikoden II,PlayStation,1998,Role-Playing,Konami Digital Entertainment,Konami,T
6084,Iron Man,PlayStation 3,2008,Action,Sega,Secret Level,T
6085,Iron Man,PlayStation 3,2008,Action,Sega,Secret Level,T
6086,Iron Man,PlayStation 3,2008,Action,Sega,Secret Level,T
6087,Iron Man,PlayStation 3,2008,Action,Sega,Secret Level,T
6088,Iron Man,PlayStation 3,2008,Action,Sega,Secret Level,T
6089,Iron Man,PlayStation 3,2008,Action,Sega,Secret Level,T
6090,Iron Man,PlayStation 3,2008,Action,Sega,Secret Level,T
6091,FIFA Soccer 06,Xbox,2005,Sports,Electronic Arts,EA Canada,E
6092,FIFA Soccer 06,Xbox,2005,Sports,Electronic Arts,EA Canada,E
6093,FIFA Soccer 06,Xbox,2005,Sports,Electronic Arts,EA Canada,E
6094,FIFA Soccer 06,Xbox,2005,Sports,Electronic Arts,EA Canada,E
6095,FIFA Soccer 06,Xbox,2005,Sports,Electronic Arts,EA Canada,E
6096,Fight Night 2004,Xbox,2004,Fighting,Electronic Arts,EA Sports,T
6097,Fight Night 2004,Xbox,2004,Fighting,Electronic Arts,EA Sports,T
6099,.hack//Mutation Part 2,PlayStation 2,2002,Role-Playing,Atari,CyberConnect2,T
6100,Wolfenstein: The New Order,Xbox One,2014,Shooter,Bethesda Softworks,MachineGames,M
6101,Wolfenstein: The New Order,Xbox One,2014,Shooter,Bethesda Softworks,MachineGames,M
6102,Wolfenstein: The New Order,Xbox One,2014,Shooter,Bethesda Softworks,MachineGames,M
6113,Return to Castle Wolfenstein: Tides of War,Xbox,2003,Shooter,Activision,Nerve Software,M
6115,Spider-Man 3,PlayStation 3,2007,Platform,Activision,Treyarch,T
6116,Spider-Man 3,PlayStation 3,2007,Platform,Activision,Treyarch,T
6117,Spider-Man 3,PlayStation 3,2007,Platform,Activision,Treyarch,T
6118,Spider-Man 3,PlayStation 3,2007,Platform,Activision,Treyarch,T
6119,Spider-Man 3,PlayStation 3,2007,Platform,Activision,Treyarch,T
6120,Spider-Man 3,PlayStation 3,2007,Platform,Activision,Treyarch,T
6121,Spider-Man 3,PlayStation 3,2007,Platform,Activision,Treyarch,T
6123,Mass Effect,PC,2008,Role-Playing,Electronic Arts,"BioWare, Demiurge Studios",M
6124,Mass Effect,PC,2008,Role-Playing,Electronic Arts,"BioWare, Demiurge Studios",M
6130,The Evil Within,Xbox One,2014,Action,Bethesda Softworks,Tango Gameworks,M
6131,The Evil Within,Xbox One,2014,Action,Bethesda Softworks,Tango Gameworks,M
6132,The Evil Within,Xbox One,2014,Action,Bethesda Softworks,Tango Gameworks,M
6133,Armored Core 3,PlayStation 2,2002,Simulation,Metro 3D,From Software,T
6134,Star Wars: Republic Commando,Xbox,2005,Shooter,Activision,LucasArts,T
6135,Star Wars: Republic Commando,Xbox,2005,Shooter,Activision,LucasArts,T
6136,Star Wars: Republic Commando,Xbox,2005,Shooter,Activision,LucasArts,T
6139,The LEGO Movie Videogame,PlayStation 4,2014,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
6140,The LEGO Movie Videogame,PlayStation 4,2014,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
6141,The LEGO Movie Videogame,PlayStation 4,2014,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
6142,The LEGO Movie Videogame,PlayStation 4,2014,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
6143,Turok,PlayStation 3,2008,Action,Touchstone,Propaganda Games,M
6144,Turok,PlayStation 3,2008,Action,Touchstone,Propaganda Games,M
6145,Turok,PlayStation 3,2008,Action,Touchstone,Propaganda Games,M
6146,Turok,PlayStation 3,2008,Action,Touchstone,Propaganda Games,M
6148,Terraria,Xbox 360,2013,Action,505 Games,Engine Software,T
6149,Terraria,Xbox 360,2013,Action,505 Games,Engine Software,T
6150,Terraria,Xbox 360,2013,Action,505 Games,Engine Software,T
6151,Terraria,Xbox 360,2013,Action,505 Games,Engine Software,T
6152,Terraria,Xbox 360,2013,Action,505 Games,Engine Software,T
6153,Red Steel,Wii,2006,Shooter,Ubisoft,Ubisoft Paris,T
6158,Unreal Tournament III,PlayStation 3,2007,Shooter,Midway Games,Epic Games,M
6159,Unreal Tournament III,PlayStation 3,2007,Shooter,Midway Games,Epic Games,M
6160,Unreal Tournament III,PlayStation 3,2007,Shooter,Midway Games,Epic Games,M
6162,Fossil Fighters: Champions,DS,2010,Role-Playing,Nintendo,"RED Entertainment, Artdink",E
6163,The Sims 3,DS,2010,Simulation,Electronic Arts,Exient Entertainment,E
6164,The Sims 3,DS,2010,Simulation,Electronic Arts,Exient Entertainment,E
6165,The Sims 3,DS,2010,Simulation,Electronic Arts,Exient Entertainment,E
6166,The Sims 3,DS,2010,Simulation,Electronic Arts,Exient Entertainment,E
6167,The Sims 3,DS,2010,Simulation,Electronic Arts,Exient Entertainment,E
6180,NFL Street,Xbox,2004,Sports,Electronic Arts,EA Tiburon,E
6181,NFL Street,Xbox,2004,Sports,Electronic Arts,EA Tiburon,E
6182,NFL Street,Xbox,2004,Sports,Electronic Arts,EA Tiburon,E
6183,Final Fantasy Crystal Chronicles: Ring of Fates,DS,2007,Role-Playing,Square Enix,Square Enix,E10+
6185,Blazing Angels: Squadrons of WWII,PlayStation 3,2006,Simulation,Ubisoft,Ubisoft,T
6186,Blazing Angels: Squadrons of WWII,PlayStation 3,2006,Simulation,Ubisoft,Ubisoft,T
6187,Blazing Angels: Squadrons of WWII,PlayStation 3,2006,Simulation,Ubisoft,Ubisoft,T
6188,Blazing Angels: Squadrons of WWII,PlayStation 3,2006,Simulation,Ubisoft,Ubisoft,T
6189,Blazing Angels: Squadrons of WWII,PlayStation 3,2006,Simulation,Ubisoft,Ubisoft,T
6192,F1 2015,PlayStation 4,2015,Racing,Codemasters,Codemasters,E
6193,F1 2015,PlayStation 4,2015,Racing,Codemasters,Codemasters,E
6194,F1 2015,PlayStation 4,2015,Racing,Codemasters,Codemasters,E
6195,Tony Hawk's Proving Ground,PlayStation 2,2007,Sports,Activision,Page 44 Studios,T
6196,Tony Hawk's Proving Ground,PlayStation 2,2007,Sports,Activision,Page 44 Studios,T
6197,Tony Hawk's Proving Ground,PlayStation 2,2007,Sports,Activision,Page 44 Studios,T
6198,The Darkness,PlayStation 3,2007,Shooter,Take-Two Interactive,Starbreeze,M
6199,The Darkness,PlayStation 3,2007,Shooter,Take-Two Interactive,Starbreeze,M
6201,MLB 2004,PlayStation 2,2003,Sports,Sony Computer Entertainment,989 Sports,E
6205,Darkstone,PlayStation,2001,Role-Playing,Electronic Arts,Delphine Software International,T
6206,NCAA March Madness 2003,PlayStation 2,2002,Sports,Electronic Arts,NuFX,E
6212,Thrillville,PlayStation 2,2006,Strategy,Atari,Frontier Developments,E10+
6213,Thrillville,PlayStation 2,2006,Strategy,Atari,Frontier Developments,E10+
6214,Thrillville,PlayStation 2,2006,Strategy,Atari,Frontier Developments,E10+
6221,Castlevania: Lords of Shadow,Xbox 360,2010,Action,Konami Digital Entertainment,Mercury Steam,M
6222,Castlevania: Lords of Shadow,Xbox 360,2010,Action,Konami Digital Entertainment,Mercury Steam,M
6224,NHL 10,Xbox 360,2009,Sports,Electronic Arts,EA Canada,E10+
6225,NHL 10,Xbox 360,2009,Sports,Electronic Arts,EA Canada,E10+
6231,Street Fighter Anniversary Collection,PlayStation 2,2004,Fighting,Capcom,Capcom,T
6232,Street Fighter Anniversary Collection,PlayStation 2,2004,Fighting,Capcom,Capcom,T
6234,NHL 13,Xbox 360,2012,Sports,Electronic Arts,Electronic Arts,E10+
6235,NHL 13,Xbox 360,2012,Sports,Electronic Arts,Electronic Arts,E10+
6236,Napoleon: Total War,PC,2010,Strategy,Sega,Creative Assembly,T
6243,Rayman Legends,Wii U,2013,Platform,Ubisoft,Ubisoft Montpellier,E10+
6244,Rayman Legends,Wii U,2013,Platform,Ubisoft,Ubisoft Montpellier,E10+
6245,Rayman Legends,Wii U,2013,Platform,Ubisoft,Ubisoft Montpellier,E10+
6246,Rayman Legends,Wii U,2013,Platform,Ubisoft,Ubisoft Montpellier,E10+
6247,Rayman Legends,Wii U,2013,Platform,Ubisoft,Ubisoft Montpellier,E10+
6249,BioShock Infinite,PC,2013,Shooter,Take-Two Interactive,Irrational Games,M
6250,BioShock Infinite,PC,2013,Shooter,Take-Two Interactive,Irrational Games,M
6251,BioShock Infinite,PC,2013,Shooter,Take-Two Interactive,Irrational Games,M
6253,Ratatouille,PlayStation Portable,2007,Action,THQ,Locomotive Games,E
6254,Lollipop Chainsaw,PlayStation 3,2012,Action,Warner Bros. Interactive Entertainment,Grasshopper Manufacture,M
6255,Lollipop Chainsaw,PlayStation 3,2012,Action,Warner Bros. Interactive Entertainment,Grasshopper Manufacture,M
6256,Tom Clancy's EndWar,PlayStation 3,2008,Strategy,Ubisoft,Ubisoft Shanghai,T
6257,Tom Clancy's EndWar,PlayStation 3,2008,Strategy,Ubisoft,Ubisoft Shanghai,T
6258,Tom Clancy's EndWar,PlayStation 3,2008,Strategy,Ubisoft,Ubisoft Shanghai,T
6259,Tom Clancy's EndWar,PlayStation 3,2008,Strategy,Ubisoft,Ubisoft Shanghai,T
6260,Tom Clancy's EndWar,PlayStation 3,2008,Strategy,Ubisoft,Ubisoft Shanghai,T
6262,Suikoden IV,PlayStation 2,2004,Role-Playing,Konami Digital Entertainment,KCET,T
6263,Gods Eater Burst,PlayStation Portable,2010,Action,Namco Bandai Games,"Shift, Bandai Namco Games",T
6264,Fist of the North Star: Ken's Rage,PlayStation 3,2010,Action,Ubisoft Annecy,"Koei, Omega Force",M
6265,Fist of the North Star: Ken's Rage,PlayStation 3,2010,Action,Ubisoft Annecy,"Koei, Omega Force",M
6268,One Piece: Pirate Warriors 2,PlayStation 3,2013,Action,Namco Bandai Games,Omega Force,T
6278,LEGO Jurassic World,Xbox One,2015,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
6279,LEGO Jurassic World,Xbox One,2015,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
6280,LEGO Jurassic World,Xbox One,2015,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
6281,LEGO Jurassic World,Xbox One,2015,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
6282,Kung Fu Panda,PlayStation 2,2008,Action,Activision,Xpec,E10+
6283,Kung Fu Panda,PlayStation 2,2008,Action,Activision,Xpec,E10+
6284,Freedom Wars,PlayStation Vita,2014,Role-Playing,Sony Computer Entertainment,"Dimps Corporation, SCE Japan Studio",T
6288,Shaun White Snowboarding,PlayStation 3,2008,Sports,Ubisoft,Ubisoft Montreal,T
6289,Shaun White Snowboarding,PlayStation 3,2008,Sports,Ubisoft,Ubisoft Montreal,T
6290,Shaun White Snowboarding,PlayStation 3,2008,Sports,Ubisoft,Ubisoft Montreal,T
6291,Radiata Stories,PlayStation 2,2005,Role-Playing,Square Enix,Tri-Ace,T
6294,F-Zero GX,GameCube,2003,Racing,Nintendo,Amusement Vision,T
6295,Disney's Chicken Little,PlayStation 2,2005,Platform,Disney Interactive Studios,Avalanche Software,E10+
6296,Disney's Chicken Little,PlayStation 2,2005,Platform,Disney Interactive Studios,Avalanche Software,E10+
6297,Disney's Chicken Little,PlayStation 2,2005,Platform,Disney Interactive Studios,Avalanche Software,E10+
6298,Scene It? Box Office Smash,Xbox 360,2008,Misc,Microsoft Game Studios,"Krome Studios, Screenlife Games",T
6299,Yoshi Topsy-Turvy,Game Boy Advance,2004,Platform,Nintendo,Artoon,E
6300,Monster Jam: Maximum Destruction,PlayStation 2,2002,Racing,Ubisoft,Ubisoft,T
6302,Tiger Woods PGA Tour 09,PlayStation 3,2008,Sports,Electronic Arts,EA Tiburon,E
6303,Tiger Woods PGA Tour 09,PlayStation 3,2008,Sports,Electronic Arts,EA Tiburon,E
6305,Mortal Kombat,PlayStation Vita,2012,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,M
6306,Mortal Kombat,PlayStation Vita,2012,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,M
6307,Mortal Kombat,PlayStation Vita,2012,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,M
6309,Tiger Woods PGA Tour 09,Xbox 360,2008,Sports,Electronic Arts,EA Tiburon,E
6310,Tiger Woods PGA Tour 09,Xbox 360,2008,Sports,Electronic Arts,EA Tiburon,E
6311,Advance Wars 2: Black Hole Rising,Game Boy Advance,2003,Strategy,Nintendo,Intelligent Systems,E
6312,Wario: Master of Disguise,DS,2007,Platform,Nintendo,Suzak,E10+
6314,The Last Story,Wii,2011,Role-Playing,Nintendo,"Mistwalker, Artoon",T
6315,Drakengard,PlayStation 2,2003,Role-Playing,Square Enix,Cavia Inc.,M
6318,Champions: Return to Arms,PlayStation 2,2005,Role-Playing,Sony Online Entertainment,Snowblind Studios,T
6319,Harry Potter and the Goblet of Fire,PlayStation 2,2005,Action,Electronic Arts,Electronic Arts,E10+
6320,Harry Potter and the Goblet of Fire,PlayStation 2,2005,Action,Electronic Arts,Electronic Arts,E10+
6321,Harry Potter and the Goblet of Fire,PlayStation 2,2005,Action,Electronic Arts,Electronic Arts,E10+
6322,Harry Potter and the Goblet of Fire,PlayStation 2,2005,Action,Electronic Arts,Electronic Arts,E10+
6323,Harry Potter and the Goblet of Fire,PlayStation 2,2005,Action,Electronic Arts,Electronic Arts,E10+
6324,Harry Potter and the Goblet of Fire,PlayStation 2,2005,Action,Electronic Arts,Electronic Arts,E10+
6325,Harry Potter and the Goblet of Fire,PlayStation 2,2005,Action,Electronic Arts,Electronic Arts,E10+
6336,Tiger Woods PGA Tour 10,Xbox 360,2009,Sports,Electronic Arts,EA Tiburon,E
6337,Tiger Woods PGA Tour 10,Xbox 360,2009,Sports,Electronic Arts,EA Tiburon,E
6338,Tiger Woods PGA Tour 10,Xbox 360,2009,Sports,Electronic Arts,EA Tiburon,E
6339,Tiger Woods PGA Tour 10,Xbox 360,2009,Sports,Electronic Arts,EA Tiburon,E
6340,007: Quantum of Solace,Wii,2008,Action,Activision,Treyarch,T
6341,007: Quantum of Solace,Wii,2008,Action,Activision,Treyarch,T
6342,007: Quantum of Solace,Wii,2008,Action,Activision,Treyarch,T
6343,007: Quantum of Solace,Wii,2008,Action,Activision,Treyarch,T
6344,007: Quantum of Solace,Wii,2008,Action,Activision,Treyarch,T
6347,Farming Simulator 17,PC,2016,Simulation,Focus Home Interactive,Giants Software,E
6348,Farming Simulator 17,PC,2016,Simulation,Focus Home Interactive,Giants Software,E
6349,Farming Simulator 17,PC,2016,Simulation,Focus Home Interactive,Giants Software,E
6353,Borderlands 2,PlayStation Vita,2014,Shooter,Take-Two Interactive,Iron Galaxy Studios,M
6354,Borderlands 2,PlayStation Vita,2014,Shooter,Take-Two Interactive,Iron Galaxy Studios,M
6355,Borderlands 2,PlayStation Vita,2014,Shooter,Take-Two Interactive,Iron Galaxy Studios,M
6356,Borderlands 2,PlayStation Vita,2014,Shooter,Take-Two Interactive,Iron Galaxy Studios,M
6362,Crash Bandicoot Purple: Ripto's Rampage,Game Boy Advance,2004,Platform,Vivendi Games,Vicarious Visions,E
6363,Assassin's Creed IV: Black Flag,PC,2013,Action,Ubisoft,Ubisoft,M
6364,Assassin's Creed IV: Black Flag,PC,2013,Action,Ubisoft,Ubisoft,M
6365,Assassin's Creed IV: Black Flag,PC,2013,Action,Ubisoft,Ubisoft,M
6366,Assassin's Creed IV: Black Flag,PC,2013,Action,Ubisoft,Ubisoft,M
6368,Spyro: A Hero's Tail,PlayStation 2,2004,Platform,Vivendi Games,Eurocom Entertainment Software,E
6369,Spyro: A Hero's Tail,PlayStation 2,2004,Platform,Vivendi Games,Eurocom Entertainment Software,E
6370,Spyro: A Hero's Tail,PlayStation 2,2004,Platform,Vivendi Games,Eurocom Entertainment Software,E
6372,The LEGO Movie Videogame,Wii U,2014,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
6373,The LEGO Movie Videogame,Wii U,2014,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
6374,The LEGO Movie Videogame,Wii U,2014,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
6375,The LEGO Movie Videogame,Wii U,2014,Action,Warner Bros. Interactive Entertainment,TT Games,E10+
6376,Max Payne 2: The Fall of Max Payne,Xbox,2003,Shooter,Take-Two Interactive,Remedy Entertainment,M
6377,Max Payne 2: The Fall of Max Payne,Xbox,2003,Shooter,Take-Two Interactive,Remedy Entertainment,M
6378,Max Payne 2: The Fall of Max Payne,Xbox,2003,Shooter,Take-Two Interactive,Remedy Entertainment,M
6382,Drawn to Life: The Next Chapter,DS,2009,Puzzle,THQ,5TH Cell,E
6383,Drawn to Life: The Next Chapter,DS,2009,Puzzle,THQ,5TH Cell,E
6384,GoldenEye: Rogue Agent,PlayStation 2,2004,Shooter,Electronic Arts,EA LA,T
6385,GoldenEye: Rogue Agent,PlayStation 2,2004,Shooter,Electronic Arts,EA LA,T
6386,GoldenEye: Rogue Agent,PlayStation 2,2004,Shooter,Electronic Arts,EA LA,T
6387,GoldenEye: Rogue Agent,PlayStation 2,2004,Shooter,Electronic Arts,EA LA,T
6388,WWE 2K15,Xbox 360,2014,Sports,Take-Two Interactive,Yuke's,T
6390,Star Ocean: First Departure,PlayStation Portable,2007,Role-Playing,Square Enix,TOSE,T
6391,James Bond 007: Everything or Nothing,Xbox,2004,Shooter,Electronic Arts,EA Redwood Shores,T
6392,James Bond 007: Everything or Nothing,Xbox,2004,Shooter,Electronic Arts,EA Redwood Shores,T
6393,James Bond 007: Everything or Nothing,Xbox,2004,Shooter,Electronic Arts,EA Redwood Shores,T
6394,James Bond 007: Everything or Nothing,Xbox,2004,Shooter,Electronic Arts,EA Redwood Shores,T
6395,X2: Wolverine's Revenge,PlayStation 2,2003,Platform,Activision,GenePool,T
6396,X2: Wolverine's Revenge,PlayStation 2,2003,Platform,Activision,GenePool,T
6397,X2: Wolverine's Revenge,PlayStation 2,2003,Platform,Activision,GenePool,T
6398,X2: Wolverine's Revenge,PlayStation 2,2003,Platform,Activision,GenePool,T
6399,X2: Wolverine's Revenge,PlayStation 2,2003,Platform,Activision,GenePool,T
6400,NBA Live 06,Xbox,2005,Sports,Electronic Arts,EA Canada,E
6401,NBA Live 06,Xbox,2005,Sports,Electronic Arts,EA Canada,E
6402,NBA Live 06,Xbox,2005,Sports,Electronic Arts,EA Canada,E
6403,NBA Live 06,Xbox,2005,Sports,Electronic Arts,EA Canada,E
6404,NBA Live 06,Xbox,2005,Sports,Electronic Arts,EA Canada,E
6405,NBA Live 06,Xbox,2005,Sports,Electronic Arts,EA Canada,E
6410,Rayman 3D,3DS,2011,Platform,Ubisoft,Ubisoft Casablanca,E
6411,Football Manager 2014,PC,2013,Sports,Sega,Sports Interactive,E
6413,TimeSplitters 2,Xbox,2002,Shooter,Eidos Interactive,Free Radical Design,T
6414,TimeSplitters 2,Xbox,2002,Shooter,Eidos Interactive,Free Radical Design,T
6415,TimeSplitters 2,Xbox,2002,Shooter,Eidos Interactive,Free Radical Design,T
6416,Onimusha: Dawn of Dreams,PlayStation 2,2006,Action,Capcom,Capcom,M
6417,Sengoku Basara: Samurai Heroes,PlayStation 3,2010,Action,Capcom,Capcom,T
6418,Sengoku Basara: Samurai Heroes,PlayStation 3,2010,Action,Capcom,Capcom,T
6419,Stuntman: Ignition,Xbox 360,2007,Racing,THQ,Paradigm Entertainment,T
6420,Stuntman: Ignition,Xbox 360,2007,Racing,THQ,Paradigm Entertainment,T
6421,Real Heroes: Firefighter,Wii,2009,Action,Rondomedia,Epicenter Studios,E10+
6422,Dishonored 2,PlayStation 4,2016,Action,Bethesda Softworks,Arkane Studios,M
6423,Dishonored 2,PlayStation 4,2016,Action,Bethesda Softworks,Arkane Studios,M
6424,Dishonored 2,PlayStation 4,2016,Action,Bethesda Softworks,Arkane Studios,M
6428,The Crew,Xbox One,2014,Racing,Ubisoft,"Ubisoft Reflections, Ivory Tower",T
6429,The Crew,Xbox One,2014,Racing,Ubisoft,"Ubisoft Reflections, Ivory Tower",T
6430,The Crew,Xbox One,2014,Racing,Ubisoft,"Ubisoft Reflections, Ivory Tower",T
6431,Dragon Ball: Raging Blast 2,Xbox 360,2010,Fighting,Namco Bandai Games,Spike,T
6432,Dragon Ball: Raging Blast 2,Xbox 360,2010,Fighting,Namco Bandai Games,Spike,T
6438,NHL 13,PlayStation 3,2012,Sports,Electronic Arts,Electronic Arts,E10+
6439,NHL 13,PlayStation 3,2012,Sports,Electronic Arts,Electronic Arts,E10+
6440,Dead or Alive 5,PlayStation 3,2012,Fighting,Tecmo Koei,Team Ninja,M
6441,Dead or Alive 5,PlayStation 3,2012,Fighting,Tecmo Koei,Team Ninja,M
6442,Evolve,Xbox One,2015,Shooter,Take-Two Interactive,Turtle Rock Studios,M
6443,Evolve,Xbox One,2015,Shooter,Take-Two Interactive,Turtle Rock Studios,M
6444,Evolve,Xbox One,2015,Shooter,Take-Two Interactive,Turtle Rock Studios,M
6445,Lemony Snicket's A Series of Unfortunate Events,PlayStation 2,2004,Platform,Activision,Adrenium,E
6446,Lemony Snicket's A Series of Unfortunate Events,PlayStation 2,2004,Platform,Activision,Adrenium,E
6447,Lemony Snicket's A Series of Unfortunate Events,PlayStation 2,2004,Platform,Activision,Adrenium,E
6448,Lemony Snicket's A Series of Unfortunate Events,PlayStation 2,2004,Platform,Activision,Adrenium,E
6449,Lost Planet: Extreme Condition,PlayStation 3,2008,Shooter,Capcom,Capcom,T
6450,Lost Planet: Extreme Condition,PlayStation 3,2008,Shooter,Capcom,Capcom,T
6451,Lost Planet: Extreme Condition,PlayStation 3,2008,Shooter,Capcom,Capcom,T
6452,X-Men Legends II: Rise of Apocalypse,PlayStation 2,2005,Role-Playing,Activision,Raven Software,T
6453,X-Men Legends II: Rise of Apocalypse,PlayStation 2,2005,Role-Playing,Activision,Raven Software,T
6454,X-Men Legends II: Rise of Apocalypse,PlayStation 2,2005,Role-Playing,Activision,Raven Software,T
6455,X-Men Legends II: Rise of Apocalypse,PlayStation 2,2005,Role-Playing,Activision,Raven Software,T
6456,X-Men Legends II: Rise of Apocalypse,PlayStation 2,2005,Role-Playing,Activision,Raven Software,T
6461,LEGO Star Wars II: The Original Trilogy,Xbox 360,2006,Action,LucasArts,Traveller's Tales,E10+
6462,LEGO Star Wars II: The Original Trilogy,Xbox 360,2006,Action,LucasArts,Traveller's Tales,E10+
6463,LEGO Star Wars II: The Original Trilogy,Xbox 360,2006,Action,LucasArts,Traveller's Tales,E10+
6464,LEGO Star Wars II: The Original Trilogy,Xbox 360,2006,Action,LucasArts,Traveller's Tales,E10+
6467,Rock Band 3,Wii,2010,Misc,MTV Games,Backbone Entertainment,T
6468,Rock Band 3,Wii,2010,Misc,MTV Games,Backbone Entertainment,T
6469,Rock Band 3,Wii,2010,Misc,MTV Games,Backbone Entertainment,T
6470,Rock Band 3,Wii,2010,Misc,MTV Games,Backbone Entertainment,T
6471,Dragon Age II,PC,2011,Action,Electronic Arts,BioWare,M
6472,Dragon Age II,PC,2011,Action,Electronic Arts,BioWare,M
6473,Dragon Age II,PC,2011,Action,Electronic Arts,BioWare,M
6474,Tony Hawk's Pro Skater 2x,Xbox,2001,Sports,Activision,Treyarch,T
6475,NBA Live 08,PlayStation 3,2007,Sports,Electronic Arts,EA Canada,E
6476,NBA Live 08,PlayStation 3,2007,Sports,Electronic Arts,EA Canada,E
6477,NBA Live 08,PlayStation 3,2007,Sports,Electronic Arts,EA Canada,E
6478,NBA Live 08,PlayStation 3,2007,Sports,Electronic Arts,EA Canada,E
6479,NBA Live 08,PlayStation 3,2007,Sports,Electronic Arts,EA Canada,E
6481,FIFA Soccer 2003,Xbox,2002,Sports,Electronic Arts,EA Canada,E
6482,FIFA Soccer 2003,Xbox,2002,Sports,Electronic Arts,EA Canada,E
6483,FIFA Soccer 2003,Xbox,2002,Sports,Electronic Arts,EA Canada,E
6484,FIFA Soccer 2003,Xbox,2002,Sports,Electronic Arts,EA Canada,E
6486,The Lord of the Rings: Conquest,Xbox 360,2009,Action,Electronic Arts,Pandemic Studios,T
6487,The Lord of the Rings: Conquest,Xbox 360,2009,Action,Electronic Arts,Pandemic Studios,T
6488,The Lord of the Rings: Conquest,Xbox 360,2009,Action,Electronic Arts,Pandemic Studios,T
6489,The Lord of the Rings: Conquest,Xbox 360,2009,Action,Electronic Arts,Pandemic Studios,T
6490,Far Cry 4,PC,2014,Shooter,Ubisoft,Ubisoft Montreal,M
6491,Far Cry 4,PC,2014,Shooter,Ubisoft,Ubisoft Montreal,M
6492,Far Cry 4,PC,2014,Shooter,Ubisoft,Ubisoft Montreal,M
6494,NASCAR 06: Total Team Control,PlayStation 2,2005,Racing,Electronic Arts,EA Sports,E
6495,NASCAR 06: Total Team Control,PlayStation 2,2005,Racing,Electronic Arts,EA Sports,E
6499,Iron Man,PlayStation Portable,2008,Action,Sega,Artificial Mind and Movement,T
6500,Iron Man,PlayStation Portable,2008,Action,Sega,Artificial Mind and Movement,T
6501,Iron Man,PlayStation Portable,2008,Action,Sega,Artificial Mind and Movement,T
6502,Iron Man,PlayStation Portable,2008,Action,Sega,Artificial Mind and Movement,T
